_id,AÑO,CVE_ENT,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION
55963,2008,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,396360.56,355184.36,41176.2,1499194.28,4.22,2575.67,3861433720
56086,2008,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,480093.25,476905.25,3188,1399620.72,2.93,2852.41,3992295680
56221,2008,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,255520.3,247499.55,8020.75,627557,2.54,2908.29,1825119070
56381,2008,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,549054.2,532776,16278.2,2965574.75,5.57,2699.2,8004674450
56568,2008,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,543293.8,541118.8,2175,1846761.52,3.41,3027.55,5591166780
56747,2008,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459597.75,448226.33,11371.42,1580338.07,3.53,2633.72,4162171860
56874,2008,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24063.1,24049.3,13.8,83955.57,3.49,3381.59,283903120
57000,2008,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,44433.2,44294.7,138.5,178918.79,4.04,2816.61,503943910
57087,2008,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12735.8,12331.8,404,29936.5,2.43,2795.46,83686210
57188,2008,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,603898.25,596740.7,7157.55,785594.02,1.32,3458.55,2717014140
57344,2008,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,587846.31,541550.28,46296.03,997023.72,1.84,2861.92,2853399270
57454,2008,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,113060.8,111660.9,1399.9,311988.98,2.79,2414.89,753419410
57496,2008,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,66042,9660,56382,4160.32,0.43,2620.07,10900320
57586,2008,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,261989.25,208234.6,53754.65,218559.84,1.05,3053.49,667369670
57678,2008,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,603745.85,579590.63,24155.22,5337296.92,9.21,2781.72,14846859050
57788,2008,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29024.5,28730,294.5,176802.84,6.15,2385.26,421721430
57868,2008,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,87858.31,73496.31,14362,124105,1.69,2920.56,362455560
57941,2008,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,111856.96,103390.96,8466,243076.55,2.35,2688.09,653412760
58028,2008,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110199,109595,604,298770.15,2.73,2691.18,804044370
58120,2008,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,579504.31,543623.56,35880.75,1313122.95,2.42,3040.83,3992989170
58222,2008,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,145635.44,28328.21,117307.23,26851.41,0.95,3220.26,86468530
58321,2008,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,280568.5,263771.21,16797.29,400016.76,1.52,2774.79,1109964230
58395,2009,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,41189,9046,32143,45283,5.01,3230.35,146279750
58621,2009,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4285.75,3983.25,302.5,20715.83,5.2,2512.36,52045700
58693,2009,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,137667,131012,6655,272139.89,2.08,2461.91,669984170
58751,2009,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28095,14038.5,14056.5,16192.1,1.15,2964.02,47993650
58830,2009,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13370,12608,762,28733.3,2.28,2629.08,75542120
58914,2009,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,606455.06,604765.27,1689.79,1079607.9,1.79,3007.08,3246466930
59009,2009,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110659.99,107092.49,3567.5,186398.79,1.74,2368.98,441574610
59093,2009,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5881.4,5881.4,0,7963.88,1.35,4366.32,34772890
59175,2009,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,181030,168108.5,12921.5,334089.25,1.99,2661.44,889156930
59270,2009,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,383253.88,179741.25,203512.63,844469.96,4.7,2644.34,2233069190
59395,2009,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,481857,463542.25,18314.75,1132513.99,2.44,2924.67,3312226990
59529,2009,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,252539.8,178794.8,73745,513060.42,2.87,2905.47,1490679500
59692,2009,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,534085.57,461758.22,72327.35,2189595.57,4.74,2609.24,5713183700
59881,2009,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,542786.21,520717.21,22069,1271110.57,2.44,3067.06,3898576070
60064,2009,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471920.75,350914.08,121006.67,1168047.29,3.33,2681.15,3131706050
60189,2009,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23371.6,23027.6,344,69581.06,3.02,3482.99,242350250
60316,2009,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46648,43403,3245,196384.51,4.52,2765.83,543167030
60395,2009,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,14718.5,13248.5,1470,35932.48,2.71,3340.66,120038250
60496,2009,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,606059.75,467614.2,138445.55,594932.13,1.27,3592.97,2137574740
60648,2009,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,589424.1,300266.16,289157.94,636054.92,2.12,3460.33,2200961970
60756,2009,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,113265.2,77083.2,36182,214760.57,2.79,2518.75,540928890
60795,2009,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,70890.55,68098.55,2792,29444.56,0.43,3093.76,91094470
60886,2009,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,199902.76,69824.8,130077.96,114074.58,1.63,2853.26,325484540
60985,2009,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,561244.33,531534.83,29709.5,5183860.72,9.75,2686.71,13927521950
61098,2009,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,19514,18356,1158,103487.95,5.64,2516.92,260470400
61170,2009,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,80855,75752.25,5102.75,117533.77,1.55,3242.18,381065250
61242,2009,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,93578.35,59329.88,34248.47,174245.36,2.94,2433.62,424046880
61325,2009,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110485,110485,0,260386.5,2.36,2986.82,777727920
61422,2009,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,568927.3,519433.07,49494.23,1123811.3,2.16,3166.46,3558508340
61527,2009,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136324.61,78670.77,57653.84,40937.42,0.52,3151.84,129028270
61634,2009,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,281141,164079.75,117061.25,327294.29,1.99,2644.24,865445260
61706,2010,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46305,19777,26528,51319.61,2.59,2917.59,149729820
61938,2010,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,2794.5,2792.5,2,17094.55,6.12,2633.91,45025550
62012,2010,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136930,134266,2664,369465.61,2.75,2934.34,1084138380
62074,2010,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,33979.5,33024.75,954.75,39277.52,1.19,2914.98,114493020
62155,2010,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12610.5,12610.5,0,38141.05,3.02,2803.69,106935600
62240,2010,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,619146.52,608635.52,10511,1253106.9,2.06,3157.84,3957109200
62333,2010,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,123211.78,119157.78,4054,227802.92,1.91,2485.2,566135620
62419,2010,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5647.01,5497.01,150,8828.95,1.61,4069.53,35929690
62499,2010,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,184114.87,167882.45,16232.42,249437.3,1.49,2920.41,728459770
62607,2010,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,384300.85,279458.02,104842.83,1163650.29,4.16,2832.24,3295734610
62736,2010,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,478148.19,464957,13191.19,1410190.91,3.03,2779.6,3919765010
62869,2010,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,245244.5,211927.65,33316.85,603333.36,2.85,3155.08,1903567160
63032,2010,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,544359.81,507346.22,37013.59,3019254.63,5.95,2818.69,8510343020
63224,2010,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,545412.39,528583.39,16829,1505440.65,2.85,3089.51,4651068490
63406,2010,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,470268.25,457955.06,12313.19,1506043.29,3.29,2812.93,4236387599
63533,2010,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25262.7,25262.7,0,78815.09,3.12,3834.05,302180670
63655,2010,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42579.3,41211.1,1368.2,163908.29,3.98,2871.36,470640120
63731,2010,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28221,26328,1893,60735.4,2.31,3183.85,193372290
63830,2010,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,595210.85,542593.34,52617.51,645531.27,1.19,3962.89,2558169580
63984,2010,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,600302,561895,38407,1056481.18,1.88,3393.06,3584704210
64097,2010,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,118800,103710,15090,276828.61,2.67,2787.32,771610810
64143,2010,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,69260.55,66582.55,2678,55154.15,0.83,2972.64,163953360
64238,2010,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,268851.01,161851.9,106999.11,165768.47,1.02,2948.11,488702930
64331,2010,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,514583.11,506934.11,7649,5046232.82,9.95,2310.73,11660479500
64443,2010,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,43148.5,43148.5,0,240953.5,5.58,2332.06,561917880
64518,2010,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,83711.75,66820.5,16891.25,104467.4,1.56,3496.63,365283370
64591,2010,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,98667.4,86586.35,12081.05,206275.05,2.38,2437.17,502728180
64671,2010,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109039,108834,205,278159.97,2.56,2810.44,781751150
64775,2010,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,571943.93,503307.73,68636.2,968629.22,1.92,3372.49,3266694620
64884,2010,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,132637.88,131037.28,1600.6,108961.25,0.83,3410.68,371631980
64990,2010,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,270228.7,179126.52,91102.18,246382.62,1.38,2873.2,707907010
65062,2011,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32141,6670,25471,51146.5,7.67,4585.28,234520810
65302,2011,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4264.5,3360.25,904.25,19546.15,5.82,3897.56,76182320
65382,2011,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,145376.75,142811.75,2565,431466.46,3.02,3939.66,1699832420
65447,2011,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,18761,6108.75,12652.25,9065.68,1.48,3364.08,30497670
65531,2011,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13825.25,10582.75,3242.5,39912.37,3.77,4256.29,169878810
65616,2011,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,619327,614570,4757,1345662.2,2.19,4114.31,5536474230
65709,2011,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46693.77,18825.36,27868.41,53005.68,2.82,4234.49,224451890
65797,2011,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5199.2,4432.6,766.6,4880.79,1.1,5143.99,25106730
65882,2011,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,142122.93,88187.03,53935.9,177148.09,2.01,4149.84,735136060
65998,2011,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,397339.55,207530.3,189809.25,1015660.45,4.89,4846.99,4922901040
66139,2011,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471741,461918.5,9822.5,1303788.09,2.82,3606.18,4701694290
66272,2011,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,242930.54,196417.57,46512.97,454938.24,2.32,4465.3,2031434560
66447,2011,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,549352.62,470632.93,78719.69,2285655.53,4.86,4540.86,10378850880
66643,2011,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,477303.3,313764,163539.3,633439.41,2.02,4222.27,2674551610
66833,2011,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459186.5,424008.07,35178.43,1382698.37,3.26,4162.86,5755977390
66957,2011,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24500,24500,0,75879.81,3.1,3536.23,268328280
67078,2011,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,41405,40997.5,407.5,175853.81,4.29,3992.52,702099040
67165,2011,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12780.2,6797.2,5983,20148.21,2.96,3551.51,71556580
67265,2011,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,601178.74,568951.12,32227.62,694553.65,1.22,4274.1,2968590030
67426,2011,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,581579.6,459331,122248.6,597590.96,1.3,4368.06,2610310720
67546,2011,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110650.5,44455.7,66194.8,157108.57,3.53,4593.6,721693900
67596,2011,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,67974,67624,350,65409.92,0.97,3394.16,222011920
67694,2011,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,201127,96856.2,104270.8,112907.74,1.17,4142.79,467752540
67791,2011,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,817212.99,419637.19,397575.8,2922940,6.97,3671.56,10731740520
67911,2011,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,36846.5,18718.5,18128,83221.17,4.45,3274.09,272473560
67994,2011,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88139.5,82053.25,6086.25,132707.84,1.62,3994.92,530157490
68074,2011,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,86942.97,55763.86,31179.11,118108.26,2.12,3596.57,424785130
68159,2011,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109372.25,81463.51,27908.74,154943.48,1.9,4114.09,637451110
68267,2011,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,566509.49,534550.32,31959.17,1039846.3,1.95,3911.66,4067529520
68382,2011,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,128648.59,128516.59,132,136767.88,1.06,3356.02,458995780
68494,2011,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,214227,81447.6,132779.4,177781.65,2.18,4180.98,743301050
68568,2012,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,38113,19535,18578,56213.49,2.88,4863.31,273383670
68666,2012,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,294,13,281,6.11,0.47,4000,24440
68801,2012,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5474,5459,15,32056.44,5.87,4437.87,142262270
68872,2012,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,142975,135807.16,7167.84,327834.49,2.41,3673.02,1204141030
68935,2012,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,22757.05,12794.05,9963,12973.13,1.01,3904.27,50650640
69021,2012,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,10107,10017,90,33705.47,3.36,4249.46,143230050
69107,2012,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,610792.7,610617.7,175,1240430.52,2.03,3984.09,4941981510
69208,2012,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,75403.22,72928.72,2474.5,168456.32,2.31,4067.78,685243640
69292,2012,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4003,4003,0,5520.99,1.38,5255.5,29015540
69377,2012,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,142125.92,132793.29,9332.63,211488.69,1.59,4259.75,900888860
69485,2012,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,381571.2,331393.2,50178,1217706.12,3.67,4025.71,4902130240
69619,2012,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,467408,463574,3834,1296997.82,2.8,3800.57,4929325550
69748,2012,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,259811.16,247410.81,12400.35,702957.71,2.84,4182.22,2939925980
69917,2012,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,546439.9,525768.43,20671.47,2891586.64,5.5,3795.37,10974641730
70115,2012,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,530499.82,504024.22,26475.6,1502568.73,2.98,4516.15,6785823600
70298,2012,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,479982,463002.5,16979.5,1796825.46,3.88,3894.04,6996919200
70426,2012,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24224.58,24224.58,0,76398.78,3.15,4000.94,305666680
70548,2012,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42208.91,40938.91,1270,188234.29,4.6,4108.21,773306860
70626,2012,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,33735.51,30552.01,3183.5,61415.27,2.01,3665.14,225095660
70725,2012,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,600900.02,598181.52,2718.5,729351.18,1.22,4419.14,3223107430
70889,2012,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,556085.6,547627.6,8458,969864.21,1.77,4255.68,4127435220
71011,2012,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,114349,107393,6956,271088.42,2.52,3798.79,1029808030
71058,2012,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,76691,58174.82,18516.18,53852.76,0.93,3459.1,186282080
71154,2012,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,190046.35,100146.35,89900,105381.29,1.05,4426.73,466494640
71255,2012,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,407923.9,386910.03,21013.87,3634869.38,9.39,4037.99,14677550260
71380,2012,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,30046.7,30026.7,20,167125.2,5.57,3844.78,642560390
71464,2012,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,94480,92855,1625,181556.66,1.96,4229.4,767876650
71541,2012,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,105826.51,78225.22,27601.29,327199.87,4.18,3474.49,1136854110
71627,2012,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,112792.31,105645.31,7147,295850.28,2.8,3771.59,1115827030
71734,2012,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,573904.2,553276.13,20628.07,1275317.55,2.31,4096.48,5224318150
71855,2012,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,120168.71,108189.67,11979.04,102449.08,0.95,3967.22,406438510
71978,2012,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,158839.82,116858.37,41981.45,242200.84,2.07,4552.06,1102511990
72054,2013,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,44040,40519,3521,78903.1,1.95,3117.66,245993320
72165,2013,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,398,398,0,1472.35,3.7,3800.55,5595750
72300,2013,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5462.5,3912.5,1550,21287.64,5.44,3451.71,73478810
72375,2013,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,156512.75,155909.75,603,413069.64,2.65,2753.02,1137187770
72437,2013,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32285.51,32284.51,1,39430.91,1.22,3805.43,150051480
72518,2013,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11193.92,11139.92,54,38155.67,3.43,3704.85,141361000
72600,2013,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,606489,604566.75,1922.25,1315948.36,2.18,3193.6,4202614690
72701,2013,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,67448.5,66961.5,487,114159.19,1.7,3131.93,357538160
72787,2013,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3957,3957,0,5250.6,1.33,4861.51,25525870
72873,2013,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,154505.25,150777.4,3727.85,297383.44,1.97,3172.52,943456170
72979,2013,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,397711,388409,9302,1526682.36,3.93,3250.86,4963031620
