AÑO,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION,TASA_SINIESTRO,EFICIENCIA_COSECHA,PRECIO_X_HECTAREA,VALOR_X_TONELADA
2007,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,559656.4,534288.1,25368.3,3013946.52,5.64,2331.98,7028461410,0.045328348,0.954671652,12558.5295,2331.979471
2007,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,567179.2,559929.1,7250.1,1953190.52,3.49,2639.4,5155248060,0.012782733,0.987217267,9089.275594,2639.398465
2007,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,475447.25,457233.56,18213.69,1543224.09,3.38,2305.62,3558085880,0.03830854,0.96169146,7483.660658,2305.618415
2007,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24471.1,24432.1,39,79970.15,3.27,3276.61,262031370,0.001593717,0.998406283,10707.78878,3276.614712
2007,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,52387.59,52382.59,5,218936.43,4.18,2640.95,578200660,9.54E-05,0.999904558,11036.97765,2640.952262
2007,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,60305.86,58456.3,1849.56,58518.7,1,1931.97,113056100,0.030669656,0.969330344,1874.711678,1931.965338
2007,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,595763,560185,35578,766744.06,1.37,3332.07,2554842390,0.059718378,0.940281622,4288.353573,3332.066752
2007,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,581395.8,504188.26,77207.54,920890.33,1.83,2691.26,2478353120,0.132796866,0.867203134,4262.764058,2691.257622
2007,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,117502.8,108062.4,9440.4,376460.23,3.48,1982.22,746226860,0.080341915,0.919658085,6350.715557,1982.219636
2007,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,64581.5,26283.3,38298.2,15692.04,0.6,2680.5,42062560,0.593021221,0.406978779,651.3097404,2680.502981
2007,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,259866.48,188471.3,71395.18,174875.39,0.93,2537.66,443774230,0.274737935,0.725262065,1707.700932,2537.659702
2007,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,585613.91,580567.91,5046,5087648.86,8.76,2342.34,11917008640,0.008616599,0.991383401,20349.59969,2342.341024
2007,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25511.6,25399.6,112,143342.35,5.64,1828.63,262119500,0.00439016,0.99560984,10274.52218,1828.625664
2007,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,85700.5,59313.25,26387.25,91936.52,1.55,2848.57,261887230,0.307900771,0.692099229,3055.842498,2848.565837
2007,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,129621.74,125121.49,4500.25,339811.17,2.72,2421.99,823018360,0.034718327,0.965281673,6349.385219,2421.987364
2007,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,116103.25,116078.25,25,261934.24,2.26,2298.35,602015450,0.000215326,0.999784674,5185.173111,2298.34576
2007,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,540024.67,458561.96,81462.71,958903.22,2.09,2779.83,2665586250,0.150849979,0.849150021,4936.045329,2779.82824
2007,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,139265.44,132881.16,6384.28,121237.21,0.91,2901.91,351819660,0.045842529,0.954157471,2526.252457,2901.91155
2007,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,343227,254082,89145,375926.92,1.48,2418.78,909283380,0.259726071,0.740273929,2649.21868,2418.776979
2008,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,55159,53605,1554,83703.6,1.56,2843.18,237984640,0.0281731,0.9718269,4314.520568,2843.18285
2008,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4774,4739.5,34.5,28050.65,5.92,2497.83,70065660,0.007226644,0.992773356,14676.51026,2497.82661
2008,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,141895,99174.43,42720.57,213786.45,2.16,2682.07,573389730,0.301071708,0.698928292,4040.943867,2682.06769
2008,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,30835,19614,11221,22051.63,1.12,2522.92,55634570,0.363904654,0.636095346,1804.266904,2522.923249
2008,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13767,13446.5,320.5,39591,2.94,3374.07,133582980,0.023280308,0.976719692,9703.129222,3374.074411
2008,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,599087.16,592663.66,6423.5,1355297.2,2.29,2765.73,3748379710,0.010722146,0.989277854,6256.818641,2765.725267
2008,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,131996.01,106964.28,25031.73,208433.56,1.95,3083.55,642715530,0.18964005,0.81035995,4869.204228,3083.551085
2008,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6069.4,6069.4,0,8378.14,1.38,4247.72,35588000,0,1,5863.512044,4247.720855
2008,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,189836.75,174848.95,14987.8,310877.18,1.78,2707.63,841740600,0.078950993,0.921049007,4434.023444,2707.630711
2008,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,396360.56,355184.36,41176.2,1499194.28,4.22,2575.67,3861433720,0.103885715,0.896114285,9742.224908,2575.672661
2008,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,480093.25,476905.25,3188,1399620.72,2.93,2852.41,3992295680,0.006640377,0.993359623,8315.667175,2852.412531
2008,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,255520.3,247499.55,8020.75,627557,2.54,2908.29,1825119070,0.031389874,0.968610126,7142.755664,2908.292107
2008,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,549054.2,532776,16278.2,2965574.75,5.57,2699.2,8004674450,0.029647711,0.970352289,14579.02417,2699.198343
2008,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,543293.8,541118.8,2175,1846761.52,3.41,3027.55,5591166780,0.004003359,0.995996641,10291.2398,3027.552134
2008,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459597.75,448226.33,11371.42,1580338.07,3.53,2633.72,4162171860,0.024742114,0.975257886,9056.118878,2633.722454
2008,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24063.1,24049.3,13.8,83955.57,3.49,3381.59,283903120,0.000573492,0.999426508,11798.27703,3381.587666
2008,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,44433.2,44294.7,138.5,178918.79,4.04,2816.61,503943910,0.003117039,0.996882961,11341.6074,2816.606965
2008,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12735.8,12331.8,404,29936.5,2.43,2795.46,83686210,0.031721604,0.968278396,6570.94254,2795.457385
2008,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,603898.25,596740.7,7157.55,785594.02,1.32,3458.55,2717014140,0.011852245,0.988147755,4499.125705,3458.54738
2008,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,587846.31,541550.28,46296.03,997023.72,1.84,2861.92,2853399270,0.07875533,0.92124467,4853.988571,2861.917137
2008,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,113060.8,111660.9,1399.9,311988.98,2.79,2414.89,753419410,0.012381833,0.987618167,6663.842906,2414.891096
2008,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,66042,9660,56382,4160.32,0.43,2620.07,10900320,0.853729445,0.146270555,165.051331,2620.067687
2008,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,261989.25,208234.6,53754.65,218559.84,1.05,3053.49,667369670,0.205178838,0.794821162,2547.316999,3053.487182
2008,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,603745.85,579590.63,24155.22,5337296.92,9.21,2781.72,14846859050,0.040008921,0.959991079,24591.23992,2781.718775
2008,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,29024.5,28730,294.5,176802.84,6.15,2385.26,421721430,0.0101466,0.9898534,14529.84306,2385.263891
2008,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,87858.31,73496.31,14362,124105,1.69,2920.56,362455560,0.163467747,0.836532253,4125.455634,2920.555659
2008,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,111856.96,103390.96,8466,243076.55,2.35,2688.09,653412760,0.075685947,0.924314053,5841.502934,2688.094594
2008,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110199,109595,604,298770.15,2.73,2691.18,804044370,0.005480993,0.994519007,7296.294612,2691.180394
2008,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,579504.31,543623.56,35880.75,1313122.95,2.42,3040.83,3992989170,0.061916278,0.938083722,6890.352843,3040.834196
2008,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,145635.44,28328.21,117307.23,26851.41,0.95,3220.26,86468530,0.805485464,0.194514536,593.732748,3220.260314
2008,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,280568.5,263771.21,16797.29,400016.76,1.52,2774.79,1109964230,0.059868766,0.940131234,3956.125616,2774.794311
2009,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,41189,9046,32143,45283,5.01,3230.35,146279750,0.780378256,0.219621744,3551.427566,3230.345825
2009,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4285.75,3983.25,302.5,20715.83,5.2,2512.36,52045700,0.070582745,0.929417255,12143.89547,2512.363733
2009,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,137667,131012,6655,272139.89,2.08,2461.91,669984170,0.048341287,0.951658713,4866.701315,2461.910931
2009,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28095,14038.5,14056.5,16192.1,1.15,2964.02,47993650,0.500320342,0.499679658,1708.263036,2964.016403
2009,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13370,12608,762,28733.3,2.28,2629.08,75542120,0.056993269,0.943006731,5650.121167,2629.079152
2009,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,606455.06,604765.27,1689.79,1079607.9,1.79,3007.08,3246466930,0.00278634,0.99721366,5353.186319,3007.079635
2009,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110659.99,107092.49,3567.5,186398.79,1.74,2368.98,441574610,0.032238391,0.967761609,3990.372763,2368.977878
2009,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5881.4,5881.4,0,7963.88,1.35,4366.32,34772890,0,1,5912.349101,4366.325208
2009,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,181030,168108.5,12921.5,334089.25,1.99,2661.44,889156930,0.071377672,0.928622328,4911.65514,2661.43532
2009,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,383253.88,179741.25,203512.63,844469.96,4.7,2644.34,2233069190,0.531012576,0.468987424,5826.605565,2644.34414
2009,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,481857,463542.25,18314.75,1132513.99,2.44,2924.67,3312226990,0.038008683,0.961991317,6873.879574,2924.667615
2009,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,252539.8,178794.8,73745,513060.42,2.87,2905.47,1490679500,0.292013378,0.707986622,5902.750774,2905.465793
2009,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,534085.57,461758.22,72327.35,2189595.57,4.74,2609.24,5713183700,0.135422775,0.864577225,10697.13173,2609.241532
2009,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,542786.21,520717.21,22069,1271110.57,2.44,3067.06,3898576070,0.040658734,0.959341266,7182.526008,3067.062899
2009,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471920.75,350914.08,121006.67,1168047.29,3.33,2681.15,3131706050,0.256413116,0.743586884,6636.08466,2681.146625
2009,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23371.6,23027.6,344,69581.06,3.02,3482.99,242350250,0.014718718,0.985281282,10369.43341,3482.991636
2009,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46648,43403,3245,196384.51,4.52,2765.83,543167030,0.06956354,0.93043646,11643.95108,2765.834383
2009,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,14718.5,13248.5,1470,35932.48,2.71,3340.66,120038250,0.099874308,0.900125692,8155.603492,3340.661429
2009,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,606059.75,467614.2,138445.55,594932.13,1.27,3592.97,2137574740,0.22843548,0.77156452,3527.003303,3592.972429
2009,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,589424.1,300266.16,289157.94,636054.92,2.12,3460.33,2200961970,0.490577056,0.509422944,3734.088867,3460.333221
2009,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,113265.2,77083.2,36182,214760.57,2.79,2518.75,540928890,0.319444984,0.680555016,4775.773053,2518.75328
2009,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,70890.55,68098.55,2792,29444.56,0.43,3093.76,91094470,0.039384657,0.960615343,1285.001598,3093.762311
2009,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,199902.76,69824.8,130077.96,114074.58,1.63,2853.26,325484540,0.650706173,0.349293827,1628.214338,2853.260911
2009,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,561244.33,531534.83,29709.5,5183860.72,9.75,2686.71,13927521950,0.052935056,0.947064944,24815.43457,2686.708363
2009,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,19514,18356,1158,103487.95,5.64,2516.92,260470400,0.059342011,0.940657989,13347.87332,2516.915254
2009,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,80855,75752.25,5102.75,117533.77,1.55,3242.18,381065250,0.063109888,0.936890112,4712.946014,3242.176695
2009,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,93578.35,59329.88,34248.47,174245.36,2.94,2433.62,424046880,0.365987111,0.634012889,4531.463528,2433.619351
2009,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110485,110485,0,260386.5,2.36,2986.82,777727920,0,1,7039.217269,2986.821206
2009,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,568927.3,519433.07,49494.23,1123811.3,2.16,3166.46,3558508340,0.086995702,0.913004298,6254.768122,3166.464281
2009,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136324.61,78670.77,57653.84,40937.42,0.52,3151.84,129028270,0.422915862,0.577084138,946.4781891,3151.841762
2009,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,281141,164079.75,117061.25,327294.29,1.99,2644.24,865445260,0.416379148,0.583620852,3078.331727,2644.241853
2010,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46305,19777,26528,51319.61,2.59,2917.59,149729820,0.572897095,0.427102905,3233.556203,2917.594658
2010,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,2794.5,2792.5,2,17094.55,6.12,2633.91,45025550,0.000715692,0.999284308,16112.20254,2633.912563
2010,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136930,134266,2664,369465.61,2.75,2934.34,1084138380,0.019455196,0.980544804,7917.464252,2934.341792
2010,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,33979.5,33024.75,954.75,39277.52,1.19,2914.98,114493020,0.028097824,0.971902176,3369.473359,2914.975793
2010,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12610.5,12610.5,0,38141.05,3.02,2803.69,106935600,0,1,8479.885809,2803.68789
2010,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,619146.52,608635.52,10511,1253106.9,2.06,3157.84,3957109200,0.016976595,0.983023405,6391.23224,3157.838489
2010,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,123211.78,119157.78,4054,227802.92,1.91,2485.2,566135620,0.032902698,0.967097302,4594.817314,2485.199136
2010,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5647.01,5497.01,150,8828.95,1.61,4069.53,35929690,0.02656273,0.97343727,6362.604281,4069.531484
2010,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,184114.87,167882.45,16232.42,249437.3,1.49,2920.41,728459770,0.088164633,0.911835367,3956.55044,2920.412344
2010,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,384300.85,279458.02,104842.83,1163650.29,4.16,2832.24,3295734610,0.272814463,0.727185537,8575.92329,2832.238034
2010,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,478148.19,464957,13191.19,1410190.91,3.03,2779.6,3919765010,0.027588079,0.972411921,8197.803719,2779.598835
2010,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,245244.5,211927.65,33316.85,603333.36,2.85,3155.08,1903567160,0.135851569,0.864148431,7761.915802,3155.083551
2010,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,544359.81,507346.22,37013.59,3019254.63,5.95,2818.69,8510343020,0.067994715,0.932005285,15633.67255,2818.690062
2010,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,545412.39,528583.39,16829,1505440.65,2.85,3089.51,4651068490,0.030855551,0.969144449,8527.617955,3089.506378
2010,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,470268.25,457955.06,12313.19,1506043.29,3.29,2812.93,4236387599,0.026183333,0.973816667,9008.449112,2812.925516
2010,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25262.7,25262.7,0,78815.09,3.12,3834.05,302180670,0,1,11961.53499,3834.045866
2010,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42579.3,41211.1,1368.2,163908.29,3.98,2871.36,470640120,0.032132985,0.967867015,11053.26109,2871.362516
2010,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28221,26328,1893,60735.4,2.31,3183.85,193372290,0.067077708,0.932922292,6852.070798,3183.848135
2010,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,595210.85,542593.34,52617.51,645531.27,1.19,3962.89,2558169580,0.088401463,0.911598537,4297.921619,3962.890256
2010,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,600302,561895,38407,1056481.18,1.88,3393.06,3584704210,0.063979464,0.936020536,5971.501361,3393.060168
2010,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,118800,103710,15090,276828.61,2.67,2787.32,771610810,0.127020202,0.872979798,6495.040488,2787.323211
2010,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,69260.55,66582.55,2678,55154.15,0.83,2972.64,163953360,0.03866559,0.96133441,2367.196911,2972.638686
2010,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,268851.01,161851.9,106999.11,165768.47,1.02,2948.11,488702930,0.39798664,0.60201336,1817.746305,2948.105451
2010,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,514583.11,506934.11,7649,5046232.82,9.95,2310.73,11660479500,0.01486446,0.98513554,22660.05097,2310.729591
2010,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,43148.5,43148.5,0,240953.5,5.58,2332.06,561917880,0,1,13022.8833,2332.059422
2010,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,83711.75,66820.5,16891.25,104467.4,1.56,3496.63,365283370,0.201778723,0.798221277,4363.585399,3496.625454
2010,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,98667.4,86586.35,12081.05,206275.05,2.38,2437.17,502728180,0.122442164,0.877557836,5095.180171,2437.173958
2010,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,109039,108834,205,278159.97,2.56,2810.44,781751150,0.001880061,0.998119939,7169.463678,2810.437282
2010,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,571943.93,503307.73,68636.2,968629.22,1.92,3372.49,3266694620,0.12000512,0.87999488,5711.564454,3372.492335
2010,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,132637.88,131037.28,1600.6,108961.25,0.83,3410.68,371631980,0.012067443,0.987932557,2801.85404,3410.680219
2010,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,270228.7,179126.52,91102.18,246382.62,1.38,2873.2,707907010,0.33712992,0.66287008,2619.658867,2873.201892
2011,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32141,6670,25471,51146.5,7.67,4585.28,234520810,0.792476899,0.207523101,7296.624561,4585.275825
2011,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4264.5,3360.25,904.25,19546.15,5.82,3897.56,76182320,0.212041271,0.787958729,17864.30297,3897.561412
2011,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,145376.75,142811.75,2565,431466.46,3.02,3939.66,1699832420,0.017643812,0.982356188,11692.6016,3939.662935
2011,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,18761,6108.75,12652.25,9065.68,1.48,3364.08,30497670,0.674391024,0.325608976,1625.588721,3364.079694
2011,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,13825.25,10582.75,3242.5,39912.37,3.77,4256.29,169878810,0.234534638,0.765465362,12287.57599,4256.294728
2011,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,619327,614570,4757,1345662.2,2.19,4114.31,5536474230,0.007680918,0.992319082,8939.500829,4114.312069
2011,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,46693.77,18825.36,27868.41,53005.68,2.82,4234.49,224451890,0.596833582,0.403166418,4806.891583,4234.487512
2011,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5199.2,4432.6,766.6,4880.79,1.1,5143.99,25106730,0.147445761,0.852554239,4828.960225,5143.988985
2011,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,142122.93,88187.03,53935.9,177148.09,2.01,4149.84,735136060,0.379501745,0.620498255,5172.53662,4149.839041
2011,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,397339.55,207530.3,189809.25,1015660.45,4.89,4846.99,4922901040,0.47770037,0.52229963,12389.65776,4846.994918
2011,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,471741,461918.5,9822.5,1303788.09,2.82,3606.18,4701694290,0.020821807,0.979178193,9966.685724,3606.179813
2011,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,242930.54,196417.57,46512.97,454938.24,2.32,4465.3,2031434560,0.191466129,0.808533871,8362.203287,4465.297443
2011,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,549352.62,470632.93,78719.69,2285655.53,4.86,4540.86,10378850880,0.143295376,0.856704624,18892.87591,4540.863986
2011,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,477303.3,313764,163539.3,633439.41,2.02,4222.27,2674551610,0.342631823,0.657368177,5603.463479,4222.269041
2011,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459186.5,424008.07,35178.43,1382698.37,3.26,4162.86,5755977390,0.076610332,0.923389668,12535.16249,4162.858303
2011,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24500,24500,0,75879.81,3.1,3536.23,268328280,0,1,10952.17469,3536.227621
2011,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,41405,40997.5,407.5,175853.81,4.29,3992.52,702099040,0.009841807,0.990158193,16956.86608,3992.515374
2011,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12780.2,6797.2,5983,20148.21,2.96,3551.51,71556580,0.468146038,0.531853962,5599.018795,3551.510531
